id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,r
279907480,ENSG00000236120,0,RP11-733O18.1,RP11-733O18.1,0,X,n/a,n/a,0.648
1100355,ENSG00000172818,4985,OVOL1,ovo-like 1(Drosophila),5017,11,n/a,n/a,0.648
1088909,ENSG00000095485,34569,CWF19L1,"CWF19-like 1, cell cycle control (S. pombe)",55280,10,n/a,n/a,0.648
1088155,ENSG00000074935,30657,TUBE1,"tubulin, epsilon 1",51175,6,n/a,n/a,0.648
1097630,ENSG00000162066,30488,AMDHD2,amidohydrolase domain containing 2,51005,16,n/a,n/a,0.647
1095500,ENSG00000144481,54894,TRPM8,"transient receptor potential cation channel, subfamily M, member 8",79054,2,n/a,n/a,0.647
279966927,ENSG00000242531,0,RP11-299J3.6,RP11-299J3.6,0,3,n/a,n/a,0.647
1091286,ENSG00000115252,5104,PDE1A,"phosphodiesterase 1A, calmodulin-dependent",5136,2,n/a,n/a,0.647
1092419,ENSG00000124357,34866,NAGK,N-acetylglucosamine kinase,55577,2,n/a,n/a,0.647
280093048,ENSG00000256093,0,RP11-158L12.2,RP11-158L12.2,0,12,n/a,n/a,0.647
1093081,ENSG00000129675,9321,ARHGEF6,Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6,9459,X,n/a,n/a,0.647
1109140,ENSG00000244405,2104,ETV5,ets variant 5,2119,3,n/a,n/a,0.647
279729577,ENSG00000214293,0,AC090421.1,AC090421.1,0,7,n/a,n/a,0.646
1089941,ENSG00000105219,55737,CNTD2,cyclin N-terminal domain containing 2,79935,19,n/a,n/a,0.646
280089941,ENSG00000255768,0,AL137139.2,AL137139.2,0,13,n/a,n/a,0.646
1090410,ENSG00000108352,30677,RAPGEFL1,Rap guanine nucleotide exchange factor (GEF)-like 1,51195,17,n/a,n/a,0.646
279885317,ENSG00000234109,0,RP11-379D21.3,RP11-379D21.3,0,10,n/a,n/a,0.646
279493291,ENSG00000179101,0,RP11-349N19.2,RP11-349N19.2,0,X,n/a,n/a,0.646
1090617,ENSG00000109943,35533,CRTAM,cytotoxic and regulatory T cell molecule,56253,11,n/a,n/a,0.646
1101026,ENSG00000176390,30860,CRLF3,cytokine receptor-like factor 3,51379,17,n/a,n/a,0.645
1088752,ENSG00000090376,11053,IRAK3,interleukin-1 receptor-associated kinase 3,11213,12,n/a,n/a,0.645
1093176,ENSG00000130414,4679,NDUFA10,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa",4705,2,n/a,n/a,0.645
1096623,ENSG00000153822,3748,KCNJ16,"potassium inwardly-rectifying channel, subfamily J, member 16",3773,17,n/a,n/a,0.645
1103779,ENSG00000189337,23009,KAZN,"kazrin, periplakin interacting protein",23254,1,n/a,n/a,0.645
1102869,ENSG00000185610,133317,DBX2,developing brain homeobox 2,440097,12,n/a,n/a,0.644
1093351,ENSG00000131398,3723,KCNC3,"potassium voltage-gated channel, Shaw-related subfamily, member 3",3748,19,n/a,n/a,0.644
1091367,ENSG00000115665,37942,SLC5A7,"solute carrier family 5 (choline transporter), member 7",60482,2,n/a,n/a,0.644
279931773,ENSG00000238250,0,ST6GAL2-IT1,ST6GAL2 intronic transcript 1 (non-protein coding),0,2,n/a,n/a,0.644
279887263,ENSG00000234277,0,CTD-2090I13.1,CTD-2090I13.1,0,1,n/a,n/a,0.644
1095111,ENSG00000141934,8545,PPAP2C,phosphatidic acid phosphatase type 2C,8612,19,n/a,n/a,0.644
1101942,ENSG00000181666,157123363,HKR1,"HKR1, GLI-Kruppel zinc finger family member",100507342,19,n/a,n/a,0.644
280016452,ENSG00000249700,157122245,RP11-148K14.2,RP11-148K14.2,100506462,4,n/a,n/a,0.644
1105604,ENSG00000205923,1001644,CEMP1,cementum protein 1,752014,16,n/a,n/a,0.644
1094428,ENSG00000137699,23403,TRIM29,tripartite motif containing 29,23650,11,n/a,n/a,0.644
279664497,ENSG00000201496,0,7SK,7SK RNA,0,4,n/a,n/a,0.644
1097444,ENSG00000160539,59005,PPAPDC3,phosphatidic acid phosphatase type 2 domain containing 3,84814,9,n/a,n/a,0.644
279985534,ENSG00000244472,0,RP1-302D9.4,RP1-302D9.4,0,22,n/a,n/a,0.644
279875916,ENSG00000233271,0,RP11-12C17.2,RP11-12C17.2,0,1,n/a,n/a,0.644
280068875,ENSG00000254294,0,IMPDH1P6,IMP (inosine monophosphate) dehydrogenase 1 pseudogene 6,0,8,n/a,n/a,0.644
1093051,ENSG00000129451,5623,KLK10,kallikrein-related peptidase 10,5655,19,n/a,n/a,0.644
1098299,ENSG00000164402,22931,8-Sep,septin 8,23176,5,n/a,n/a,0.643
279943018,ENSG00000239799,0,ITIH4-AS1,ITIH4 antisense RNA 1 (non-protein coding),0,3,n/a,n/a,0.643
279810701,ENSG00000227415,0,RP1-91G5.3,RP1-91G5.3,0,1,n/a,n/a,0.643
279995102,ENSG00000247225,0,AL031123.1,AL031123.1,0,6,n/a,n/a,0.643
1088962,ENSG00000099251,81351,HSD17B7P2,hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2,158160,10,n/a,n/a,0.643
279969353,ENSG00000242798,0,RP11-506M12.1,RP11-506M12.1,0,7,n/a,n/a,0.643
1099077,ENSG00000167550,78827,RHEBL1,Ras homolog enriched in brain like 1,121268,12,n/a,n/a,0.643
1100276,ENSG00000172460,78984,PRSS30P,"protease, serine, 30 homolog (mouse), pseudogene",124221,16,n/a,n/a,0.642
1102363,ENSG00000183569,90093,SERHL2,serine hydrolase-like 2,253190,22,n/a,n/a,0.642
280075771,ENSG00000254774,0,RP11-148O21.3,Uncharacterized protein,0,8,n/a,n/a,0.642
279971200,ENSG00000243012,0,RP11-292E2.4,RP11-292E2.4,0,3,n/a,n/a,0.642
279886703,ENSG00000234225,0,RP4-704D21.2,RP4-704D21.2,0,1,n/a,n/a,0.642
279919115,ENSG00000237206,0,RP11-315O19.1,RP11-315O19.1,0,X,n/a,n/a,0.642
1091384,ENSG00000115825,23436,PRKD3,protein kinase D3,23683,2,n/a,n/a,0.641
279781004,ENSG00000224837,0,RP4-702J19.1,RP4-702J19.1,0,1,n/a,n/a,0.641
1090043,ENSG00000105650,171441,PDE4C,"phosphodiesterase 4C, cAMP-specific",729966,19,n/a,n/a,0.641
279863206,ENSG00000232133,0,IMPDH1P10,IMP (inosine monophosphate) dehydrogenase 1 pseudogene 10,0,2,n/a,n/a,0.641
279803704,ENSG00000226822,0,RP11-356N1.2,RP11-356N1.2,0,1,n/a,n/a,0.641
1095679,ENSG00000145819,22847,ARHGAP26,Rho GTPase activating protein 26,23092,5,n/a,n/a,0.641
279923543,ENSG00000237542,0,AC009960.5,AC009960.5,0,2,n/a,n/a,0.641
279823960,ENSG00000228639,0,AC005152.3,AC005152.3,0,17,n/a,n/a,0.641
279955011,ENSG00000241231,0,RP11-275H4.1,RP11-275H4.1,0,3,n/a,n/a,0.641
1100365,ENSG00000172878,90158,METAP1D,methionyl aminopeptidase type 1D (mitochondrial),254042,2,n/a,n/a,0.641
279897210,ENSG00000235128,0,AC013474.4,AC013474.4,0,2,n/a,n/a,0.641
1090273,ENSG00000107077,22836,KDM4C,lysine (K)-specific demethylase 4C,23081,9,n/a,n/a,0.641
279661844,ENSG00000200693,0,U3,Small nucleolar RNA U3,0,14,n/a,n/a,0.641
279917286,ENSG00000237016,0,AC013410.1,AC013410.1,0,2,n/a,n/a,0.64
279761568,ENSG00000222937,0,SNORD63,Small nucleolar RNA SNORD63,0,5,n/a,n/a,0.64
1102352,ENSG00000183513,149572,COA5,cytochrome C oxidase assembly factor 5,493753,2,n/a,n/a,0.64
279710737,ENSG00000208036,0,MIR106B,microRNA 106b,0,7,n/a,n/a,0.64
280012563,ENSG00000249364,0,RP11-434D9.1,RP11-434D9.1,0,5,n/a,n/a,0.64
1095730,ENSG00000146090,90280,RASGEF1C,"RasGEF domain family, member 1C",255426,5,n/a,n/a,0.64
279885071,ENSG00000234072,0,AC074117.10,AC074117.10,0,2,n/a,n/a,0.639
1088955,ENSG00000099139,5093,PCSK5,proprotein convertase subtilisin/kexin type 5,5125,9,n/a,n/a,0.639
279831244,ENSG00000229291,0,RP4-580N22.2,RP4-580N22.2,0,1,n/a,n/a,0.639
1088281,ENSG00000078053,270,AMPH,amphiphysin,273,7,n/a,n/a,0.639
280088348,ENSG00000255585,0,RP11-188C12.2,RP11-188C12.2,0,9,n/a,n/a,0.639
279767357,ENSG00000223724,0,RAD17P2,RAD17 homolog (S. pombe) pseudogene 2,0,13,n/a,n/a,0.638
280133749,ENSG00000259483,0,RP11-930O11.2,RP11-930O11.2,0,14,n/a,n/a,0.638
279632688,ENSG00000197934,0,AP001597.1,AP001597.1,0,21,n/a,n/a,0.638
1094809,ENSG00000139835,55577,GRTP1,growth hormone regulated TBC protein 1,79774,13,n/a,n/a,0.638
1095774,ENSG00000146416,30871,AIG1,androgen-induced 1,51390,6,n/a,n/a,0.638
1102886,ENSG00000185664,6454,PMEL,premelanosome protein,6490,12,n/a,n/a,0.638
280047513,ENSG00000252447,0,snoU13,Small nucleolar RNA U13,0,11,n/a,n/a,0.638
1087481,ENSG00000046653,2807,GPM6B,glycoprotein M6B,2824,X,n/a,n/a,0.638
1107915,ENSG00000231887,5522,PRH1,proline-rich protein HaeIII subfamily 1,5554,12,n/a,n/a,0.637
1108514,ENSG00000235878,0,AP001468.1,Uncharacterized protein,0,21,n/a,n/a,0.637
279898780,ENSG00000235278,0,ZNF652P1,zinc finger protein 652 pseudogene 1,0,3,n/a,n/a,0.637
1100948,ENSG00000175985,125071,PLEKHD1,"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1",400224,14,n/a,n/a,0.637
280090289,ENSG00000255795,0,RP3-377H17.1,RP3-377H17.1,0,12,n/a,n/a,0.637
1100501,ENSG00000173559,41422,OBFC2A,oligonucleotide/oligosaccharide-binding fold containing 2A,64859,2,n/a,n/a,0.637
1108379,ENSG00000234851,0,RP11-3P17.3,RP11-3P17.3,0,3,n/a,n/a,0.637
1090264,ENSG00000106976,1747,DNM1,dynamin 1,1759,9,n/a,n/a,0.637
1091258,ENSG00000115085,7492,ZAP70,zeta-chain (TCR) associated protein kinase 70kDa,7535,2,n/a,n/a,0.637
279909515,ENSG00000236317,0,RP11-348H3.5,RP11-348H3.5,0,1,n/a,n/a,0.637
280055953,ENSG00000253374,0,RP11-257P3.3,RP11-257P3.3,0,8,n/a,n/a,0.637
280066207,ENSG00000254112,0,KB-1205A7.1,KB-1205A7.1,0,8,n/a,n/a,0.637
1107526,ENSG00000229314,4972,ORM1,orosomucoid 1,5004,9,n/a,n/a,0.637
1093694,ENSG00000133706,31000,LARS,leucyl-tRNA synthetase,51520,5,n/a,n/a,0.637
279831466,ENSG00000229312,0,RP11-470P21.2,RP11-470P21.2,0,9,n/a,n/a,0.637
1094909,ENSG00000140522,5985,RLBP1,retinaldehyde binding protein 1,6017,15,n/a,n/a,0.636
1097130,ENSG00000158125,7455,XDH,xanthine dehydrogenase,7498,2,n/a,n/a,0.636
1104919,ENSG00000203804,0,C1orf138,chromosome 1 open reading frame 138,0,1,n/a,n/a,0.636
1104233,ENSG00000197322,125168,C17orf102,chromosome 17 open reading frame 102,400591,17,n/a,n/a,0.636
279795898,ENSG00000226122,1014714,AC018705.5,AC018705.5,100129427,7,n/a,n/a,0.636
1105597,ENSG00000205897,0,OR7E136P,"olfactory receptor, family 7, subfamily E, member 136 pseudogene",0,7,n/a,n/a,0.636
1104644,ENSG00000198563,7873,DDX39B,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,7919,6,n/a,n/a,0.636
279709106,ENSG00000207721,0,MIR186,microRNA 186,0,1,n/a,n/a,0.636
280053844,ENSG00000253230,81300,RP11-403C10.2,RP11-403C10.2,157627,8,n/a,n/a,0.636
279598740,ENSG00000196138,0,AC005831.1,AC005831.1,0,12,n/a,n/a,0.636
1095591,ENSG00000145191,8814,EIF2B5,"eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa",8893,3,n/a,n/a,0.635
1097239,ENSG00000159079,35962,C21orf59,chromosome 21 open reading frame 59,56683,21,n/a,n/a,0.635
279814267,ENSG00000227759,0,RP11-216B9.4,RP11-216B9.4,0,9,n/a,n/a,0.635
279851814,ENSG00000231163,126203,AL121980.1,AL121980.1,402779,1,n/a,n/a,0.635
1094310,ENSG00000137033,59982,IL33,interleukin 33,90865,9,n/a,n/a,0.635
279803275,ENSG00000226797,0,AC015923.1,AC015923.1,0,17,n/a,n/a,0.635
279817122,ENSG00000228031,0,AC078842.3,AC078842.3,0,7,n/a,n/a,0.635
279779779,ENSG00000224713,0,AC025165.8,AC025165.8,0,12,n/a,n/a,0.635
1088684,ENSG00000089041,4995,P2RX7,"purinergic receptor P2X, ligand-gated ion channel, 7",5027,12,n/a,n/a,0.635
1105066,ENSG00000204267,6851,TAP2,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",6891,6,n/a,n/a,0.635
1101377,ENSG00000178222,94589,RNF212,ring finger protein 212,285498,4,n/a,n/a,0.635
1088806,ENSG00000091482,23429,SMPX,"small muscle protein, X-linked",23676,X,n/a,n/a,0.635
1088917,ENSG00000095637,10433,SORBS1,sorbin and SH3 domain containing 1,10580,10,n/a,n/a,0.635
1109118,ENSG00000243978,36802,RGAG1,retrotransposon gag domain containing 1,57529,X,n/a,n/a,0.635
279909060,ENSG00000236278,0,RP11-553K8.3,RP11-553K8.3,0,1,n/a,n/a,0.634
280011011,ENSG00000249237,0,RP11-376N17.4,RP11-376N17.4,0,1,n/a,n/a,0.634
1098256,ENSG00000164265,78452,SCGB3A2,"secretoglobin, family 3A, member 2",117156,5,n/a,n/a,0.634
279818007,ENSG00000228113,0,AC003991.3,AC003991.3,0,7,n/a,n/a,0.634
1087941,ENSG00000069206,8684,ADAM7,ADAM metallopeptidase domain 7,8756,8,n/a,n/a,0.634
1095435,ENSG00000144015,79395,TRIM43,tripartite motif containing 43,129868,2,n/a,n/a,0.634
1094573,ENSG00000138379,2644,MSTN,myostatin,2660,2,n/a,n/a,0.634
1101721,ENSG00000180347,85882,CCDC129,coiled-coil domain containing 129,223075,7,n/a,n/a,0.634
279872822,ENSG00000233002,0,AC005324.6,AC005324.6,0,17,n/a,n/a,0.634
1095747,ENSG00000146233,30783,CYP39A1,"cytochrome P450, family 39, subfamily A, polypeptide 1",51302,6,n/a,n/a,0.634
1094870,ENSG00000140326,80494,CDAN1,"congenital dyserythropoietic anemia, type I",146059,15,n/a,n/a,0.634
1100761,ENSG00000174963,58318,ZIC4,Zic family member 4,84107,3,n/a,n/a,0.634
1095137,ENSG00000142185,7183,TRPM2,"transient receptor potential cation channel, subfamily M, member 2",7226,21,n/a,n/a,0.634
279936408,ENSG00000238942,0,snR39B,Small nucleolar RNA snR39B,0,3,n/a,n/a,0.634
1096475,ENSG00000152464,10410,RPP38,ribonuclease P/MRP 38kDa subunit,10557,10,n/a,n/a,0.633
279968976,ENSG00000242757,0,CTD-2090I13.3,CTD-2090I13.3,0,1,n/a,n/a,0.633
279845663,ENSG00000230581,0,RP11-390F4.8,RP11-390F4.8,0,9,n/a,n/a,0.633
1099822,ENSG00000170581,6733,STAT2,"signal transducer and activator of transcription 2, 113kDa",6773,12,n/a,n/a,0.633
1103141,ENSG00000186648,59956,LRRC16B,leucine rich repeat containing 16B,90668,14,n/a,n/a,0.633
279696646,ENSG00000205695,0,RP11-15H7.2,RP11-15H7.2,0,6,n/a,n/a,0.633
279706061,ENSG00000207165,0,SNORA70,"small nucleolar RNA, H/ACA box 70",0,X,n/a,n/a,0.633
280040813,ENSG00000251580,157123407,RP11-539L10.3,RP11-539L10.3,100507376,4,n/a,n/a,0.633
280074153,ENSG00000254675,0,RP11-7I15.4,RP11-7I15.4,0,11,n/a,n/a,0.633
280019414,ENSG00000249906,1020534,RP5-1029K10.2,RP5-1029K10.2,100288866,17,n/a,n/a,0.633
1098249,ENSG00000164241,125510,C5orf63,chromosome 5 open reading frame 63,401207,5,n/a,n/a,0.633
1096403,ENSG00000151917,85737,BEND6,BEN domain containing 6,221336,6,n/a,n/a,0.632
279201110,ENSG00000151303,0,AGAP11,ankyrin repeat and GTPase domain Arf GTPase activating protein 11,0,10,n/a,n/a,0.632
279969449,ENSG00000242808,0,SOX2-OT,SOX2 overlapping transcript (non-protein coding),0,3,n/a,n/a,0.632
279851589,ENSG00000231148,0,HMGB1P7,high mobility group box 1 pseudogene 7,0,10,n/a,n/a,0.632
279950735,ENSG00000240692,0,AL391728.1,AL391728.1,0,1,n/a,n/a,0.632
278946886,ENSG00000125631,0,HTR5BP,"5-hydroxytryptamine (serotonin) receptor 5B, pseudogene",0,2,n/a,n/a,0.632
1090556,ENSG00000109339,5570,MAPK10,mitogen-activated protein kinase 10,5602,4,n/a,n/a,0.631
1105049,ENSG00000204219,6880,TCEA3,"transcription elongation factor A (SII), 3",6920,1,n/a,n/a,0.631
279792702,ENSG00000225857,0,RP11-46A10.2,RP11-46A10.2,0,1,n/a,n/a,0.631
280080751,ENSG00000255087,0,RP11-168K9.2,Uncharacterized protein,0,11,n/a,n/a,0.631
1096760,ENSG00000154914,79021,USP43,ubiquitin specific peptidase 43,124739,17,n/a,n/a,0.631
1103717,ENSG00000189056,5617,RELN,reelin,5649,7,n/a,n/a,0.631
279609084,ENSG00000196593,0,RP11-45B20.4,RP11-45B20.4,0,13,n/a,n/a,0.63
279660276,ENSG00000200237,0,SNORA70,Small nucleolar RNA SNORA70,0,19,n/a,n/a,0.63
1094077,ENSG00000135899,3411,SP110,SP110 nuclear body protein,3431,2,n/a,n/a,0.63
279983002,ENSG00000244227,150857,RP11-298O21.5,RP11-298O21.5,646168,3,n/a,n/a,0.63
1101043,ENSG00000176454,90198,LPCAT4,lysophosphatidylcholine acyltransferase 4,254531,15,n/a,n/a,0.63
1094465,ENSG00000137825,3681,ITPKA,inositol-trisphosphate 3-kinase A,3706,15,n/a,n/a,0.63
1092310,ENSG00000123572,83745,NRK,Nik related kinase,203447,X,n/a,n/a,0.63
1102800,ENSG00000185271,78941,KLHL33,kelch-like 33 (Drosophila),123103,14,n/a,n/a,0.63
279718187,ENSG00000213018,0,AL590762.11,AL590762.11,0,X,n/a,n/a,0.63
1097875,ENSG00000163121,60249,NEURL3,neuralized homolog 3 (Drosophila) pseudogene,93082,2,n/a,n/a,0.63
280064229,ENSG00000253971,0,RP11-273G15.1,RP11-273G15.1,0,8,n/a,n/a,0.63
1099370,ENSG00000168631,79646,DPCR1,diffuse panbronchiolitis critical region 1,135656,6,n/a,n/a,0.629
1091776,ENSG00000119139,9278,TJP2,tight junction protein 2 (zona occludens 2),9414,9,n/a,n/a,0.629
1102334,ENSG00000183434,30751,TFDP3,"transcription factor Dp family, member 3",51270,X,n/a,n/a,0.629
1093060,ENSG00000129484,9893,PARP2,poly (ADP-ribose) polymerase 2,10038,14,n/a,n/a,0.629
1099594,ENSG00000169609,78943,C15orf40,chromosome 15 open reading frame 40,123207,15,n/a,n/a,0.629
1094173,ENSG00000136297,85816,MMD2,monocyte to macrophage differentiation-associated 2,221938,7,n/a,n/a,0.629
280006080,ENSG00000248774,0,RP11-798M19.3,RP11-798M19.3,0,4,n/a,n/a,0.629
279925775,ENSG00000237745,0,AC009963.5,AC009963.5,0,2,n/a,n/a,0.629
280055975,ENSG00000253376,0,RP11-44D19.1,RP11-44D19.1,0,8,n/a,n/a,0.629
279821864,ENSG00000228446,0,AC073052.1,AC073052.1,0,2,n/a,n/a,0.629
1086889,ENSG00000002745,30865,WNT16,"wingless-type MMTV integration site family, member 16",51384,7,n/a,n/a,0.628
1102806,ENSG00000185294,81548,AC217771.1,Signal peptide peptidase-like 2C,162540,17,n/a,n/a,0.628
1095353,ENSG00000143546,6246,S100A8,S100 calcium binding protein A8,6279,1,n/a,n/a,0.628
1094123,ENSG00000136098,4726,NEK3,NIMA (never in mitosis gene a)-related kinase 3,4752,13,n/a,n/a,0.628
280107263,ENSG00000257638,0,RP11-324L3.3,RP11-324L3.3,0,10,n/a,n/a,0.628
279927396,ENSG00000237877,0,AC097500.2,AC097500.2,0,2,n/a,n/a,0.628
1094501,ENSG00000138028,10522,CGREF1,cell growth regulator with EF-hand domain 1,10669,2,n/a,n/a,0.627
1091688,ENSG00000118231,1412,CRYGD,"crystallin, gamma D",1421,2,n/a,n/a,0.627
1097210,ENSG00000158793,4786,NIT1,nitrilase 1,4817,1,n/a,n/a,0.627
279906589,ENSG00000236044,0,FABP5P2,fatty acid binding protein 5 pseudogene 2,0,13,n/a,n/a,0.627
280062618,ENSG00000253851,0,RP11-318M2.3,RP11-318M2.3,0,8,n/a,n/a,0.627
280090660,ENSG00000255837,0,TAS2R20,"taste receptor, type 2, member 20",0,12,n/a,n/a,0.627
1100304,ENSG00000172575,9980,RASGRP1,RAS guanyl releasing protein 1 (calcium and DAG-regulated),10125,15,n/a,n/a,0.627
280086496,ENSG00000255453,0,AP000640.8,AP000640.8,0,11,n/a,n/a,0.627
1096102,ENSG00000149182,58574,ARFGAP2,ADP-ribosylation factor GTPase activating protein 2,84364,11,n/a,n/a,0.627
1104555,ENSG00000198242,6115,RPL23A,ribosomal protein L23a,6147,17,n/a,n/a,0.627
279664483,ENSG00000201492,0,RN5S78,"RNA, 5S ribosomal 78",0,1,n/a,n/a,0.627
280045000,ENSG00000252081,0,U6,U6 spliceosomal RNA,0,11,n/a,n/a,0.626
1107956,ENSG00000232125,124261,DYTN,dystrotelin,391475,2,n/a,n/a,0.626
1097121,ENSG00000158077,109347,NLRP14,"NLR family, pyrin domain containing 14",338323,11,n/a,n/a,0.626
279998268,ENSG00000248166,0,AC008984.2,AC008984.2,0,19,n/a,n/a,0.626
1090824,ENSG00000111674,2011,ENO2,"enolase 2 (gamma, neuronal)",2026,12,n/a,n/a,0.626
280032094,ENSG00000250924,0,AC007245.1,AC007245.1,0,7,n/a,n/a,0.626
1094435,ENSG00000137720,41349,C11orf1,chromosome 11 open reading frame 1,64776,11,n/a,n/a,0.626
280025758,ENSG00000250409,0,CTB-3M24.3,CTB-3M24.3,0,5,n/a,n/a,0.626
279661298,ENSG00000200534,0,SNORA33,"small nucleolar RNA, H/ACA box 33",0,6,n/a,n/a,0.626
1103172,ENSG00000186814,1000126,ZSCAN30,zinc finger and SCAN domain containing 30,100101467,18,n/a,n/a,0.626
280067990,ENSG00000254233,0,RP11-242J7.1,RP11-242J7.1,0,4,n/a,n/a,0.626
279892035,ENSG00000234699,0,RP11-225H22.4,RP11-225H22.4,0,10,n/a,n/a,0.626
279726209,ENSG00000213963,1002387,AC074286.1,AC074286.1,100130691,2,n/a,n/a,0.626
1088054,ENSG00000072135,26217,PTPN18,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",26469,2,n/a,n/a,0.626
279963539,ENSG00000242175,0,AC098818.1,AC098818.1,0,4,n/a,n/a,0.625
279972002,ENSG00000243107,0,AC000120.7,AC000120.7,0,7,n/a,n/a,0.625
279952659,ENSG00000240935,94494,PLGLA,plasminogen-like A,285189,2,n/a,n/a,0.625
279472694,ENSG00000176378,0,PFN1P10,profilin 1 pseudogene 10,0,1,n/a,n/a,0.625
280120490,ENSG00000258725,157123083,AC068831.8,AC068831.8,100507118,15,n/a,n/a,0.625
1090528,ENSG00000109101,8395,FOXN1,forkhead box N1,8456,17,n/a,n/a,0.625
279922651,ENSG00000237475,0,RPL7P53,ribosomal protein L7 pseudogene 53,0,X,n/a,n/a,0.625
1103488,ENSG00000188162,109916,OTOG,otogelin,340990,11,n/a,n/a,0.625
1094725,ENSG00000139289,22578,PHLDA1,"pleckstrin homology-like domain, family A, member 1",22822,12,n/a,n/a,0.625
279880716,ENSG00000233684,0,AC079779.6,AC079779.6,0,2,n/a,n/a,0.625
280030466,ENSG00000250780,0,AL356423.1,AL356423.1,0,13,n/a,n/a,0.625
279803394,ENSG00000226806,157123729,AC011893.3,AC011893.3,100507600,2,n/a,n/a,0.625
1104010,ENSG00000196628,6885,TCF4,transcription factor 4,6925,18,n/a,n/a,0.624
280071115,ENSG00000254459,0,RP11-91P24.7,RP11-91P24.7,0,11,n/a,n/a,0.624
279659877,ENSG00000200127,0,Y_RNA,Y RNA,0,17,n/a,n/a,0.624
279976115,ENSG00000243533,0,RP11-293G6__A.2,RP11-293G6__A.2,0,1,n/a,n/a,0.624
279838742,ENSG00000229992,0,HMGB3P9,high mobility group box 3 pseudogene 9,0,1,n/a,n/a,0.624
1102976,ENSG00000185989,22577,RASA3,RAS p21 protein activator 3,22821,13,n/a,n/a,0.624
1091660,ENSG00000117859,77601,OSBPL9,oxysterol binding protein-like 9,114883,1,n/a,n/a,0.624
1098902,ENSG00000166828,6305,SCNN1G,"sodium channel, nonvoltage-gated 1, gamma",6340,16,n/a,n/a,0.624
1091726,ENSG00000118520,380,ARG1,"arginase, liver",383,6,n/a,n/a,0.624
1101805,ENSG00000180846,90255,C19orf34,chromosome 19 open reading frame 34,255193,19,n/a,n/a,0.624
280001743,ENSG00000248445,0,CTB-118N6.3,CTB-118N6.3,0,5,n/a,n/a,0.624
1088670,ENSG00000088876,55014,ZNF343,zinc finger protein 343,79175,20,n/a,n/a,0.623
279883504,ENSG00000233928,0,RP11-305F18.1,RP11-305F18.1,0,X,n/a,n/a,0.623
1094898,ENSG00000140474,25738,ULK3,unc-51-like kinase 3 (C. elegans),25989,15,n/a,n/a,0.623
279923672,ENSG00000237557,0,RP13-198D9.3,RP13-198D9.3,0,9,n/a,n/a,0.623
279867290,ENSG00000232528,1021060,RP4-673D20.3,RP4-673D20.3,100289473,20,n/a,n/a,0.623
279748260,ENSG00000218757,0,RP3-472M2.2,RP3-472M2.2,0,6,n/a,n/a,0.622
280136099,ENSG00000259618,0,RP11-562A8.5,RP11-562A8.5,0,15,n/a,n/a,0.622
1107911,ENSG00000231861,125893,OR5K2,"olfactory receptor, family 5, subfamily K, member 2",402135,3,n/a,n/a,0.622
279734719,ENSG00000214892,0,USP8P1,ubiquitin specific peptidase 8 pseudogene 1,0,6,n/a,n/a,0.622
1093548,ENSG00000132680,22645,KIAA0907,KIAA0907,22889,1,n/a,n/a,0.622
280048619,ENSG00000252609,0,snoU13,Small nucleolar RNA U13,0,6,n/a,n/a,0.622
279749806,ENSG00000219693,0,RP11-262H14.11,RP11-262H14.11,0,9,n/a,n/a,0.622
1096579,ENSG00000153283,10079,CD96,CD96 molecule,10225,3,n/a,n/a,0.622
279993048,ENSG00000246422,157121187,CTD-2024I7.13,CTD-2024I7.13,100505658,5,n/a,n/a,0.621
1105299,ENSG00000204869,135828,IGFL4,IGF-like family member 4,444882,19,n/a,n/a,0.621
1106059,ENSG00000214353,1015514,AC020763.1,"HCG1998535Uncharacterized proteincDNA FLJ37701 fis, clone BRHIP2016990",100130894,16,n/a,n/a,0.621
280138497,ENSG00000259767,0,RP11-90B9.2,RP11-90B9.2,0,15,n/a,n/a,0.621
1094480,ENSG00000137877,30813,SPTBN5,"spectrin, beta, non-erythrocytic 5",51332,15,n/a,n/a,0.621
1109025,ENSG00000242173,395,ARHGDIG,Rho GDP dissociation inhibitor (GDI) gamma,398,16,n/a,n/a,0.621
1108535,ENSG00000235978,0,AC018816.3,Uncharacterized protein,0,3,n/a,n/a,0.621
1088060,ENSG00000072274,6995,TFRC,"transferrin receptor (p90, CD71)",7037,3,n/a,n/a,0.621
1099860,ENSG00000170786,83383,SDR16C5,"short chain dehydrogenase/reductase family 16C, member 5",195814,8,n/a,n/a,0.62
279801463,ENSG00000226628,0,RP1-283E3.4,RP1-283E3.4,0,1,n/a,n/a,0.62
1090883,ENSG00000111981,56130,ULBP1,UL16 binding protein 1,80329,6,n/a,n/a,0.62
1104519,ENSG00000198131,27045,ZNF544,zinc finger protein 544,27300,19,n/a,n/a,0.62
